NGC1904      148.07  3.62  0.51  0.46  VB21
NGC1904      179.58  2.62  0.32  0.27   RV
NGC1904      232.15  2.52  0.31  0.26   RV
NGC1904      240.04  3.52  0.61  0.53  VB21
NGC1904      480.85  2.50  0.33  0.28   RV
NGC2298        6.01  3.96  0.33  0.33  LI22
NGC2298       14.39  3.59  0.28  0.28  LI22
NGC2298       23.12  3.52  0.68  0.53   RV
NGC2298       25.63  3.49  0.28  0.28  LI22
NGC2298       37.32  3.45  0.28  0.28  LI22
NGC2298       53.71  3.03  0.23  0.23  LI22
NGC2298       61.70  3.04  0.35  0.32  VB21
NGC2298       86.71  2.75  0.23  0.23  LI22
NGC2298      101.86  2.92  0.59  0.46   RV
NGC2298      122.11  2.31  0.30  0.27  VB21
NGC2298      196.89  1.58  0.53  0.50  VB21
NGC2419       38.20  5.51  0.57  0.49   RV
NGC2419       99.96  2.63  0.34  0.29   RV
NGC2419      213.57  1.64  0.22  0.20   RV
NGC2808        3.48 14.78  0.95  0.95  LI22
NGC2808        5.78 13.33  0.70  0.65   RV
NGC2808        7.89 13.59  0.62  0.62  LI22
NGC2808       11.05 12.59  0.67  0.61   RV
NGC2808       13.02 13.21  0.48  0.48  LI22
NGC2808       16.72 12.39  0.47  0.44   RV
NGC2808       17.74 13.45  0.48  0.48  LI22
NGC2808       22.48 13.38  0.50  0.47   RV
NGC2808       23.50 13.11  0.38  0.38  LI22
NGC2808       28.19 12.71  0.48  0.45   RV
NGC2808       29.16 12.69  0.33  0.33  LI22
NGC2808       33.39 12.40  0.33  0.33  LI22
NGC2808       33.44 13.16  0.49  0.47   RV
NGC2808       37.19 12.45  0.33  0.33  LI22
NGC2808       38.91 12.44  0.47  0.44   RV
NGC2808       40.67 11.83  0.33  0.33  LI22
NGC2808       43.88 12.21  0.33  0.33  LI22
NGC2808       43.92 11.17  0.42  0.40   RV
NGC2808       46.50 11.73  0.33  0.33  LI22
NGC2808       48.74 12.16  0.46  0.43   RV
NGC2808       49.49 11.59  0.29  0.29  LI22
NGC2808       52.58 11.83  0.33  0.33  LI22
NGC2808       54.63 11.86  0.45  0.42   RV
NGC2808       55.59 11.21  0.29  0.29  LI22
NGC2808       58.67 11.11  0.29  0.29  LI22
NGC2808       61.82 11.06  0.29  0.29  LI22
NGC2808       65.21 11.16  0.29  0.29  LI22
NGC2808       65.49 10.87  0.58  0.54   RV
NGC2808       68.50 10.68  0.29  0.29  LI22
NGC2808       72.13 11.02  0.29  0.29  LI22
NGC2808       76.24 10.25  0.29  0.29  LI22
NGC2808       80.71  9.87  0.29  0.29  LI22
NGC2808       85.54 10.11  0.29  0.29  LI22
NGC2808       91.46  9.59  0.24  0.24  LI22
NGC2808       96.21  9.42  0.50  0.46   RV
NGC2808      101.55  9.06  0.24  0.24  LI22
NGC2808      142.52  8.48  0.45  0.42   RV
NGC2808      151.02  8.38  0.42  0.39  VB21
NGC2808      189.20  7.55  0.58  0.51   RV
NGC2808      204.88  7.75  0.40  0.37  VB21
NGC2808      226.31  8.06  0.61  0.55   RV
NGC2808      262.53  6.68  0.36  0.33  VB21
NGC2808      272.93  7.81  0.60  0.53   RV
NGC2808      339.21  6.82  0.53  0.47   RV
NGC2808      363.86  5.69  0.32  0.30  VB21
NGC2808      491.25  5.32  0.58  0.49   RV
NGC2808      526.80  4.59  0.44  0.40  VB21
NGC3201        9.22  4.53  0.27  0.25   RV
NGC3201       14.96  4.15  0.34  0.34  LI22
NGC3201       16.81  4.38  0.25  0.24   RV
NGC3201       23.71  4.32  0.18  0.17   RV
NGC3201       30.92  4.24  0.18  0.16   RV
NGC3201       32.65  4.11  0.18  0.18  LI22
NGC3201       37.42  4.25  0.17  0.17   RV
NGC3201       43.40  4.23  0.18  0.17   RV
NGC3201       47.92  4.04  0.16  0.16  LI22
NGC3201       48.97  4.26  0.18  0.17   RV
NGC3201       53.35  4.37  0.21  0.19  VB21
NGC3201       54.80  4.55  0.19  0.18   RV
NGC3201       63.61  4.18  0.18  0.18  LI22
NGC3201       72.95  4.13  0.18  0.17   RV
NGC3201       78.87  3.86  0.16  0.16  LI22
NGC3201       97.62  4.49  0.20  0.20  LI22
NGC3201       98.33  4.34  0.21  0.19  VB21
NGC3201      132.94  4.17  0.21  0.19  VB21
NGC3201      149.37  4.36  0.35  0.31   RV
NGC3201      165.89  4.08  0.20  0.19  VB21
NGC3201      202.09  3.96  0.19  0.19  VB21
NGC3201      211.74  3.80  0.29  0.26   RV
NGC3201      244.33  3.55  0.19  0.17  VB21
NGC3201      286.48  3.31  0.17  0.16  VB21
NGC3201      288.03  3.09  0.25  0.22   RV
NGC3201      340.71  3.04  0.17  0.15  VB21
NGC3201      378.91  3.29  0.28  0.25   RV
NGC3201      400.33  2.93  0.17  0.15  VB21
NGC3201      475.08  2.97  0.17  0.15  VB21
NGC3201      479.09  3.08  0.25  0.23   RV
NGC3201      563.06  2.95  0.17  0.16  VB21
NGC3201      612.25  2.70  0.22  0.20   RV
NGC3201      672.70  2.95  0.17  0.15  VB21
NGC3201      784.96  2.32  0.20  0.18   RV
NGC3201      896.91  2.66  0.15  0.13  VB21
NGC3201     1013.85  2.16  0.19  0.17   RV
NGC3201     1356.85  2.29  0.20  0.18   RV
NGC3201     1976.14  2.35  0.23  0.21   RV
NGC4147       41.05  2.08  0.38  0.29   RV
NGC4147      174.98  1.46  0.33  0.25   RV
NGC4372       81.37  4.57  0.54  0.45   RV
NGC4372      108.06  3.86  0.15  0.14  VB21
NGC4372      154.55  3.77  0.45  0.38   RV
NGC4372      207.07  3.71  0.14  0.13  VB21
NGC4372      232.22  3.72  0.44  0.38   RV
NGC4372      329.17  3.40  0.13  0.13  VB21
NGC4372      351.32  3.32  0.39  0.33   RV
NGC4372      488.29  3.03  0.15  0.14  VB21
NGC4372      521.23  2.66  0.55  0.42   RV
NGC4590       13.59  3.75  0.25  0.25  LI22
NGC4590       29.15  3.80  0.25  0.25  LI22
NGC4590       44.45  3.55  0.25  0.25  LI22
NGC4590       47.19  3.50  0.33  0.29   RV
NGC4590       58.02  3.75  0.25  0.25  LI22
NGC4590       75.99  3.26  0.20  0.20  LI22
NGC4590       92.39  3.21  0.29  0.27  VB21
NGC4590      125.97  2.82  0.27  0.23   RV
NGC4590      173.76  2.34  0.28  0.26  VB21
NGC4590      240.14  2.35  0.23  0.20   RV
NGC4590      332.94  1.74  0.24  0.23  VB21
NGC4590      534.44  1.89  0.23  0.20   RV
NGC4833        7.18  6.48  0.55  0.55  LI22
NGC4833       15.52  5.93  0.28  0.28  LI22
NGC4833       24.26  5.93  0.25  0.25  LI22
NGC4833       27.33  6.04  0.83  0.68   RV
NGC4833       32.02  6.11  0.25  0.25  LI22
NGC4833       39.51  5.93  0.22  0.22  LI22
NGC4833       47.10  5.96  0.25  0.25  LI22
NGC4833       53.68  5.38  0.22  0.22  LI22
NGC4833       60.64  5.50  0.22  0.22  LI22
NGC4833       67.20  5.34  0.22  0.22  LI22
NGC4833       74.43  5.07  0.22  0.22  LI22
NGC4833       81.37  5.25  0.22  0.22  LI22
NGC4833       83.24  5.10  0.66  0.55   RV
NGC4833       91.19  5.47  0.22  0.22  LI22
NGC4833      120.78  5.16  0.29  0.26  VB21
NGC4833      131.88  3.79  0.50  0.42   RV
NGC4833      172.26  4.75  0.28  0.25  VB21
NGC4833      192.37  3.38  0.47  0.39   RV
NGC4833      214.63  4.49  0.27  0.25  VB21
NGC4833      275.76  3.47  0.23  0.21  VB21
NGC4833      324.07  3.56  0.56  0.45   RV
NGC4833      360.73  3.28  0.35  0.32  VB21
NGC5024        7.58  7.28  0.44  0.44  LI22
NGC5024       14.70  6.66  0.26  0.26  LI22
NGC5024       20.73  6.93  0.26  0.26  LI22
NGC5024       25.37  6.49  0.26  0.26  LI22
NGC5024       30.20  6.93  0.26  0.26  LI22
